Date,Colony,TimePoint,Core,YII,Sample.Time
2016-04-05,S4,T11,S4-1,0.358,T11_S4-1
2015-06-30,S4,T0,S4-10,0.543,T0_S4-10
2015-08-04,S4,T1,S4-10,0.547,T1_S4-10
2015-10-02,S4,T2,S4-10,0.55,T2_S4-10
2015-10-21,S4,T3,S4-10,0.529,T3_S4-10
2015-12-12,S4,T4,S4-10,0.519,T4_S4-10
2016-01-14,S4,T5,S4-10,0.591,T5_S4-10
2016-01-25,S4,T6,S4-10,0.582,T6_S4-10
2016-02-01,S4,T7,S4-10,0.482,T7_S4-10
2016-02-05,S4,T8,S4-10,0.33,T8_S4-10
2016-02-12,S4,T9,S4-10,0.218,T9_S4-10
2015-06-30,S4,T0,S4-11,0.521,T0_S4-11
2015-08-04,S4,T1,S4-11,0.534,T1_S4-11
2015-10-02,S4,T2,S4-11,0.544,T2_S4-11
2015-10-21,S4,T3,S4-11,0.528,T3_S4-11
2015-12-12,S4,T4,S4-11,0.486,T4_S4-11
2016-01-14,S4,T5,S4-11,0.552,T5_S4-11
2016-01-25,S4,T6,S4-11,0.53,T6_S4-11
2016-02-01,S4,T7,S4-11,0.477,T7_S4-11
2016-02-05,S4,T8,S4-11,0.339,T8_S4-11
2016-02-12,S4,T9,S4-11,0.372,T9_S4-11
2016-02-22,S4,T10,S4-11,0.129,T10_S4-11
2016-04-05,S4,T11,S4-11,0.584,T11_S4-11
2015-06-30,S4,T0,S4-12,0.533,T0_S4-12
2015-08-04,S4,T1,S4-12,0.533,T1_S4-12
2015-10-02,S4,T2,S4-12,0.533,T2_S4-12
2015-10-21,S4,T3,S4-12,0.521,T3_S4-12
2015-12-12,S4,T4,S4-12,0.498,T4_S4-12
2016-01-14,S4,T5,S4-12,0.566,T5_S4-12
2016-01-25,S4,T6,S4-12,0.565,T6_S4-12
2016-02-01,S4,T7,S4-12,0.475,T7_S4-12
2016-02-05,S4,T8,S4-12,0.338,T8_S4-12
2016-02-22,S4,T10,S4-12,0.081,T10_S4-12
2016-04-05,S4,T11,S4-12,0.458,T11_S4-12
2015-06-30,S4,T0,S4-13,0.536,T0_S4-13
2015-08-04,S4,T1,S4-13,0.588,T1_S4-13
2015-10-02,S4,T2,S4-13,0.604,T2_S4-13
2015-10-21,S4,T3,S4-13,0.579,T3_S4-13
2015-12-12,S4,T4,S4-13,0.546,T4_S4-13
2016-01-14,S4,T5,S4-13,0.599,T5_S4-13
2015-06-30,S4,T0,S4-14,0.533,T0_S4-14
2015-08-04,S4,T1,S4-14,0.521,T1_S4-14
2015-10-02,S4,T2,S4-14,0.494,T2_S4-14
2015-10-21,S4,T3,S4-14,0.506,T3_S4-14
2015-12-12,S4,T4,S4-14,0.473,T4_S4-14
2016-01-14,S4,T5,S4-14,0.495,T5_S4-14
2016-01-25,S4,T6,S4-14,0.446,T6_S4-14
2016-02-01,S4,T7,S4-14,0.442,T7_S4-14
2016-02-05,S4,T8,S4-14,0.406,T8_S4-14
2016-02-12,S4,T9,S4-14,0.389,T9_S4-14
2015-06-30,S4,T0,S4-16,0.52,T0_S4-16
2015-08-04,S4,T1,S4-16,0.534,T1_S4-16
2015-10-02,S4,T2,S4-16,0.53,T2_S4-16
2015-10-21,S4,T3,S4-16,0.527,T3_S4-16
2015-12-12,S4,T4,S4-16,0.531,T4_S4-16
2016-01-14,S4,T5,S4-16,0.55,T5_S4-16
2016-01-25,S4,T6,S4-16,0.541,T6_S4-16
2016-02-01,S4,T7,S4-16,0.452,T7_S4-16
2016-02-05,S4,T8,S4-16,0.307,T8_S4-16
2016-02-12,S4,T9,S4-16,0.215,T9_S4-16
2016-02-22,S4,T10,S4-16,0.098,T10_S4-16
2016-04-05,S4,T11,S4-16,0.445,T11_S4-16
2015-06-30,S4,T0,S4-17,0.521,T0_S4-17
2015-08-04,S4,T1,S4-17,0.564,T1_S4-17
2015-10-02,S4,T2,S4-17,0.554,T2_S4-17
2015-10-21,S4,T3,S4-17,0.547,T3_S4-17
2015-12-12,S4,T4,S4-17,0.533,T4_S4-17
2016-01-14,S4,T5,S4-17,0.59,T5_S4-17
2016-01-25,S4,T6,S4-17,0.57,T6_S4-17
2016-02-01,S4,T7,S4-17,0.474,T7_S4-17
2016-02-05,S4,T8,S4-17,0.311,T8_S4-17
2016-02-12,S4,T9,S4-17,0.319,T9_S4-17
2016-02-22,S4,T10,S4-17,0.075,T10_S4-17
2016-04-05,S4,T11,S4-17,0.547,T11_S4-17
2015-06-30,S4,T0,S4-18,0.533,T0_S4-18
2015-08-04,S4,T1,S4-18,0.582,T1_S4-18
2015-10-02,S4,T2,S4-18,0.604,T2_S4-18
2015-10-21,S4,T3,S4-18,0.576,T3_S4-18
2015-12-12,S4,T4,S4-18,0.551,T4_S4-18
2016-01-14,S4,T5,S4-18,0.602,T5_S4-18
2016-01-25,S4,T6,S4-18,0.584,T6_S4-18
2016-02-01,S4,T7,S4-18,0.49,T7_S4-18
2016-02-05,S4,T8,S4-18,0.346,T8_S4-18
2016-02-12,S4,T9,S4-18,0.221,T9_S4-18
2016-02-22,S4,T10,S4-18,0,T10_S4-18
2016-04-05,S4,T11,S4-18,0.544,T11_S4-18
2015-06-30,S4,T0,S4-19,0.529,T0_S4-19
2015-08-04,S4,T1,S4-19,0.546,T1_S4-19
2015-10-02,S4,T2,S4-19,0.534,T2_S4-19
2015-10-21,S4,T3,S4-19,0.592,T3_S4-19
2015-12-12,S4,T4,S4-19,0.521,T4_S4-19
2016-01-14,S4,T5,S4-19,0.571,T5_S4-19
2016-01-25,S4,T6,S4-19,0.563,T6_S4-19
2016-02-01,S4,T7,S4-19,0.496,T7_S4-19
2016-02-05,S4,T8,S4-19,0.47,T8_S4-19
2016-02-12,S4,T9,S4-19,0.365,T9_S4-19
2016-02-22,S4,T10,S4-19,0.102,T10_S4-19
2016-04-05,S4,T11,S4-19,0.525,T11_S4-19
2015-06-30,S4,T0,S4-2,0.538,T0_S4-2
2015-08-04,S4,T1,S4-2,0.553,T1_S4-2
2015-10-02,S4,T2,S4-2,0.473,T2_S4-2
2015-10-21,S4,T3,S4-2,0.483,T3_S4-2
2015-12-12,S4,T4,S4-2,0.515,T4_S4-2
2016-01-14,S4,T5,S4-2,0.521,T5_S4-2
2016-01-25,S4,T6,S4-2,0.519,T6_S4-2
2016-02-01,S4,T7,S4-2,0.45,T7_S4-2
2016-02-05,S4,T8,S4-2,0.302,T8_S4-2
2016-02-12,S4,T9,S4-2,0.368,T9_S4-2
2015-06-30,S4,T0,S4-20,0.536,T0_S4-20
2015-08-04,S4,T1,S4-20,0.463,T1_S4-20
2015-10-02,S4,T2,S4-20,0.424,T2_S4-20
2015-10-21,S4,T3,S4-20,0.411,T3_S4-20
2015-12-12,S4,T4,S4-20,0.308,T4_S4-20
2016-01-14,S4,T5,S4-20,0.447,T5_S4-20
2016-01-25,S4,T6,S4-20,0.438,T6_S4-20
2016-02-01,S4,T7,S4-20,0.575,T7_S4-20
2016-02-05,S4,T8,S4-20,0.405,T8_S4-20
2016-04-05,S4,T11,S4-20,0.288,T11_S4-20
2015-06-30,S4,T0,S4-21,0.541,T0_S4-21
2015-08-04,S4,T1,S4-21,0.486,T1_S4-21
2015-10-02,S4,T2,S4-21,0.43,T2_S4-21
2015-10-21,S4,T3,S4-21,0.414,T3_S4-21
2015-12-12,S4,T4,S4-21,0.417,T4_S4-21
2016-01-14,S4,T5,S4-21,0.49,T5_S4-21
2016-01-25,S4,T6,S4-21,0.457,T6_S4-21
2016-02-01,S4,T7,S4-21,0.457,T7_S4-21
2016-02-05,S4,T8,S4-21,0.447,T8_S4-21
2016-02-12,S4,T9,S4-21,0.455,T9_S4-21
2016-02-22,S4,T10,S4-21,0.246,T10_S4-21
2016-04-05,S4,T11,S4-21,0.406,T11_S4-21
2015-06-30,S4,T0,S4-22,0.525,T0_S4-22
2015-08-04,S4,T1,S4-22,0.539,T1_S4-22
2015-10-02,S4,T2,S4-22,0.577,T2_S4-22
2015-10-21,S4,T3,S4-22,0.605,T3_S4-22
2015-12-12,S4,T4,S4-22,0.519,T4_S4-22
2016-01-14,S4,T5,S4-22,0.557,T5_S4-22
2016-01-25,S4,T6,S4-22,0.535,T6_S4-22
2016-02-01,S4,T7,S4-22,0.464,T7_S4-22
2016-02-05,S4,T8,S4-22,0.483,T8_S4-22
2016-02-12,S4,T9,S4-22,0.302,T9_S4-22
2016-02-22,S4,T10,S4-22,0.268,T10_S4-22
2016-04-05,S4,T11,S4-22,0.487,T11_S4-22
2015-06-30,S4,T0,S4-23,0.545,T0_S4-23
2015-08-04,S4,T1,S4-23,0.568,T1_S4-23
2015-10-02,S4,T2,S4-23,0.453,T2_S4-23
2015-10-21,S4,T3,S4-23,0.395,T3_S4-23
2015-12-12,S4,T4,S4-23,0.466,T4_S4-23
2016-01-14,S4,T5,S4-23,0.463,T5_S4-23
2016-01-25,S4,T6,S4-23,0.415,T6_S4-23
2016-02-01,S4,T7,S4-23,0.423,T7_S4-23
2016-02-05,S4,T8,S4-23,0.395,T8_S4-23
2016-02-12,S4,T9,S4-23,0.42,T9_S4-23
2015-06-30,S4,T0,S4-24,0.541,T0_S4-24
2015-08-04,S4,T1,S4-24,0.546,T1_S4-24
2015-10-02,S4,T2,S4-24,0.52,T2_S4-24
2015-10-21,S4,T3,S4-24,0.496,T3_S4-24
2015-12-12,S4,T4,S4-24,0.519,T4_S4-24
2016-01-14,S4,T5,S4-24,0.573,T5_S4-24
2016-01-25,S4,T6,S4-24,0.552,T6_S4-24
2016-02-01,S4,T7,S4-24,0.47,T7_S4-24
2016-02-05,S4,T8,S4-24,0.348,T8_S4-24
2016-02-12,S4,T9,S4-24,0.294,T9_S4-24
2016-02-22,S4,T10,S4-24,0.066,T10_S4-24
2016-04-05,S4,T11,S4-24,0.434,T11_S4-24
2015-06-30,S4,T0,S4-25,0.537,T0_S4-25
2015-08-04,S4,T1,S4-25,0.503,T1_S4-25
2015-10-02,S4,T2,S4-25,0.463,T2_S4-25
2015-10-21,S4,T3,S4-25,0.501,T3_S4-25
2015-12-12,S4,T4,S4-25,0.451,T4_S4-25
2016-01-14,S4,T5,S4-25,0.487,T5_S4-25
2016-01-25,S4,T6,S4-25,0.439,T6_S4-25
2016-02-01,S4,T7,S4-25,0.449,T7_S4-25
2016-02-05,S4,T8,S4-25,0.4,T8_S4-25
2016-02-12,S4,T9,S4-25,0.39,T9_S4-25
2016-02-22,S4,T10,S4-25,0.201,T10_S4-25
2016-04-05,S4,T11,S4-25,0.39,T11_S4-25
2015-06-30,S4,T0,S4-26,0.536,T0_S4-26
2015-08-04,S4,T1,S4-26,0.563,T1_S4-26
2015-10-02,S4,T2,S4-26,0.547,T2_S4-26
2015-10-21,S4,T3,S4-26,0.557,T3_S4-26
2015-12-12,S4,T4,S4-26,0.513,T4_S4-26
2016-01-14,S4,T5,S4-26,0.551,T5_S4-26
2016-01-25,S4,T6,S4-26,0.524,T6_S4-26
2016-02-01,S4,T7,S4-26,0.472,T7_S4-26
2016-02-05,S4,T8,S4-26,0.276,T8_S4-26
2016-02-12,S4,T9,S4-26,0.274,T9_S4-26
2016-02-22,S4,T10,S4-26,0.113,T10_S4-26
2016-04-05,S4,T11,S4-26,0.582,T11_S4-26
2015-06-30,S4,T0,S4-28,0.541,T0_S4-28
2015-08-04,S4,T1,S4-28,0.559,T1_S4-28
2015-10-02,S4,T2,S4-28,0.587,T2_S4-28
2015-10-21,S4,T3,S4-28,0.551,T3_S4-28
2015-12-12,S4,T4,S4-28,0.519,T4_S4-28
2016-01-14,S4,T5,S4-28,0.555,T5_S4-28
2016-01-25,S4,T6,S4-28,0.536,T6_S4-28
2016-02-01,S4,T7,S4-28,0.477,T7_S4-28
2016-02-05,S4,T8,S4-28,0.283,T8_S4-28
2016-02-12,S4,T9,S4-28,0.284,T9_S4-28
2015-06-30,S4,T0,S4-29,0.528,T0_S4-29
2015-08-04,S4,T1,S4-29,0.53,T1_S4-29
2015-10-02,S4,T2,S4-29,0.527,T2_S4-29
2015-10-21,S4,T3,S4-29,0.586,T3_S4-29
2015-12-12,S4,T4,S4-29,0.519,T4_S4-29
2016-01-14,S4,T5,S4-29,0.577,T5_S4-29
2015-06-30,S4,T0,S4-3,0.538,T0_S4-3
2015-08-04,S4,T1,S4-3,0.545,T1_S4-3
2015-10-02,S4,T2,S4-3,0.534,T2_S4-3
2015-10-21,S4,T3,S4-3,0.522,T3_S4-3
2015-12-12,S4,T4,S4-3,0.528,T4_S4-3
2016-01-14,S4,T5,S4-3,0.581,T5_S4-3
2015-06-30,S4,T0,S4-30,0.549,T0_S4-30
2015-08-04,S4,T1,S4-30,0.445,T1_S4-30
2015-10-02,S4,T2,S4-30,0.409,T2_S4-30
2015-10-21,S4,T3,S4-30,0.398,T3_S4-30
2015-12-12,S4,T4,S4-30,0.43,T4_S4-30
2016-01-14,S4,T5,S4-30,0.519,T5_S4-30
2015-06-30,S4,T0,S4-4,0.54,T0_S4-4
2015-08-04,S4,T1,S4-4,0.559,T1_S4-4
2015-10-02,S4,T2,S4-4,0.522,T2_S4-4
2015-10-21,S4,T3,S4-4,0.53,T3_S4-4
2015-12-12,S4,T4,S4-4,0.531,T4_S4-4
2016-01-14,S4,T5,S4-4,0.547,T5_S4-4
2015-06-30,S4,T0,S4-5,0.551,T0_S4-5
2015-08-04,S4,T1,S4-5,0.569,T1_S4-5
2015-10-02,S4,T2,S4-5,0.459,T2_S4-5
2015-10-21,S4,T3,S4-5,0.396,T3_S4-5
2015-12-12,S4,T4,S4-5,0.477,T4_S4-5
2016-01-14,S4,T5,S4-5,0.456,T5_S4-5
2016-01-25,S4,T6,S4-5,0.375,T6_S4-5
2016-02-01,S4,T7,S4-5,0.386,T7_S4-5
2016-02-05,S4,T8,S4-5,0.394,T8_S4-5
2016-02-12,S4,T9,S4-5,0.39,T9_S4-5
2016-04-05,S4,T11,S4-5,0.355,T11_S4-5
2015-06-30,S4,T0,S4-6,0.55,T0_S4-6
2015-08-04,S4,T1,S4-6,0.485,T1_S4-6
2015-10-02,S4,T2,S4-6,0.514,T2_S4-6
2015-10-21,S4,T3,S4-6,0.607,T3_S4-6
2015-06-30,S4,T0,S4-7,0.531,T0_S4-7
2015-08-04,S4,T1,S4-7,0.548,T1_S4-7
2015-10-02,S4,T2,S4-7,0.583,T2_S4-7
2015-10-21,S4,T3,S4-7,0.605,T3_S4-7
2015-12-12,S4,T4,S4-7,0.515,T4_S4-7
2016-01-14,S4,T5,S4-7,0.561,T5_S4-7
2016-01-25,S4,T6,S4-7,0.534,T6_S4-7
2016-02-01,S4,T7,S4-7,0.48,T7_S4-7
2016-02-05,S4,T8,S4-7,0.434,T8_S4-7
2016-02-12,S4,T9,S4-7,0.459,T9_S4-7
2015-06-30,S4,T0,S4-8,0.544,T0_S4-8
2015-08-04,S4,T1,S4-8,0.54,T1_S4-8
2015-10-02,S4,T2,S4-8,0.53,T2_S4-8
2015-10-21,S4,T3,S4-8,0.522,T3_S4-8
2015-12-12,S4,T4,S4-8,0.502,T4_S4-8
2016-01-14,S4,T5,S4-8,0.57,T5_S4-8
2016-01-25,S4,T6,S4-8,0.563,T6_S4-8
2016-02-01,S4,T7,S4-8,0.48,T7_S4-8
2016-02-05,S4,T8,S4-8,0.341,T8_S4-8
2016-02-12,S4,T9,S4-8,0.284,T9_S4-8
2015-06-30,S4,T0,S4-9,0.541,T0_S4-9
2015-08-04,S4,T1,S4-9,0.556,T1_S4-9
2015-10-02,S4,T2,S4-9,0.544,T2_S4-9
2015-10-21,S4,T3,S4-9,0.521,T3_S4-9
2015-12-12,S4,T4,S4-9,0.495,T4_S4-9
2016-01-14,S4,T5,S4-9,0.544,T5_S4-9
2015-06-30,S5,T0,S5-1,0.539,T0_S5-1
2015-08-04,S5,T1,S5-1,0.506,T1_S5-1
2015-10-02,S5,T2,S5-1,0.44,T2_S5-1
2015-10-21,S5,T3,S5-1,0.476,T3_S5-1
2015-12-12,S5,T4,S5-1,0.479,T4_S5-1
2016-01-14,S5,T5,S5-1,0.48,T5_S5-1
2015-06-30,S5,T0,S5-10,0.544,T0_S5-10
2015-08-04,S5,T1,S5-10,0.525,T1_S5-10
2015-10-02,S5,T2,S5-10,0.553,T2_S5-10
2015-10-21,S5,T3,S5-10,0.534,T3_S5-10
2015-12-12,S5,T4,S5-10,0.515,T4_S5-10
2016-01-14,S5,T5,S5-10,0.564,T5_S5-10
2016-01-25,S5,T6,S5-10,0.532,T6_S5-10
2016-02-01,S5,T7,S5-10,0.54,T7_S5-10
2016-02-05,S5,T8,S5-10,0.314,T8_S5-10
2016-02-12,S5,T9,S5-10,0.282,T9_S5-10
2016-02-22,S5,T10,S5-10,0.073,T10_S5-10
2016-04-05,S5,T11,S5-10,0.367,T11_S5-10
2015-06-30,S5,T0,S5-11,0.548,T0_S5-11
2015-08-04,S5,T1,S5-11,0.505,T1_S5-11
2015-10-02,S5,T2,S5-11,0.509,T2_S5-11
2015-10-21,S5,T3,S5-11,0.533,T3_S5-11
2015-12-12,S5,T4,S5-11,0.512,T4_S5-11
2016-01-14,S5,T5,S5-11,0.571,T5_S5-11
2016-01-25,S5,T6,S5-11,0.562,T6_S5-11
2016-02-01,S5,T7,S5-11,0.535,T7_S5-11
2016-02-05,S5,T8,S5-11,0.518,T8_S5-11
2016-02-12,S5,T9,S5-11,0.413,T9_S5-11
2015-06-30,S5,T0,S5-12,0.543,T0_S5-12
2015-08-04,S5,T1,S5-12,0.516,T1_S5-12
2015-10-02,S5,T2,S5-12,0.476,T2_S5-12
2015-10-21,S5,T3,S5-12,0.493,T3_S5-12
2015-12-12,S5,T4,S5-12,0.472,T4_S5-12
2016-01-14,S5,T5,S5-12,0.471,T5_S5-12
2016-01-25,S5,T6,S5-12,0.52,T6_S5-12
2016-02-01,S5,T7,S5-12,0.488,T7_S5-12
2016-02-05,S5,T8,S5-12,0.484,T8_S5-12
2016-02-12,S5,T9,S5-12,0.477,T9_S5-12
2016-02-22,S5,T10,S5-12,0.199,T10_S5-12
2016-04-05,S5,T11,S5-12,0.426,T11_S5-12
2015-06-30,S5,T0,S5-13,0.534,T0_S5-13
2015-08-04,S5,T1,S5-13,0.543,T1_S5-13
2015-10-02,S5,T2,S5-13,0.586,T2_S5-13
2015-10-21,S5,T3,S5-13,0.557,T3_S5-13
2015-12-12,S5,T4,S5-13,0.507,T4_S5-13
2016-01-14,S5,T5,S5-13,0.5,T5_S5-13
2016-01-25,S5,T6,S5-13,0.508,T6_S5-13
2016-02-01,S5,T7,S5-13,0.507,T7_S5-13
2016-02-05,S5,T8,S5-13,0.491,T8_S5-13
2016-02-12,S5,T9,S5-13,0.425,T9_S5-13
2016-02-22,S5,T10,S5-13,0.206,T10_S5-13
2016-04-05,S5,T11,S5-13,0.59,T11_S5-13
2015-06-30,S5,T0,S5-14,0.534,T0_S5-14
2015-08-04,S5,T1,S5-14,0.512,T1_S5-14
2015-10-02,S5,T2,S5-14,0.548,T2_S5-14
2015-10-21,S5,T3,S5-14,0.538,T3_S5-14
2015-12-12,S5,T4,S5-14,0.503,T4_S5-14
2016-01-14,S5,T5,S5-14,0.508,T5_S5-14
2016-01-25,S5,T6,S5-14,0.517,T6_S5-14
2016-02-01,S5,T7,S5-14,0.485,T7_S5-14
2016-02-05,S5,T8,S5-14,0.455,T8_S5-14
2016-02-12,S5,T9,S5-14,0.47,T9_S5-14
2016-02-22,S5,T10,S5-14,0.225,T10_S5-14
2016-04-05,S5,T11,S5-14,0.596,T11_S5-14
2015-06-30,S5,T0,S5-15,0.557,T0_S5-15
2015-08-04,S5,T1,S5-15,0.523,T1_S5-15
2015-10-02,S5,T2,S5-15,0.549,T2_S5-15
2015-10-21,S5,T3,S5-15,0.533,T3_S5-15
2015-12-12,S5,T4,S5-15,0.513,T4_S5-15
2016-01-14,S5,T5,S5-15,0.542,T5_S5-15
2016-01-25,S5,T6,S5-15,0.556,T6_S5-15
2016-02-01,S5,T7,S5-15,0.398,T7_S5-15
2016-02-05,S5,T8,S5-15,0.522,T8_S5-15
2016-02-12,S5,T9,S5-15,0.481,T9_S5-15
2015-06-30,S5,T0,S5-16,0.566,T0_S5-16
2015-08-04,S5,T1,S5-16,0.508,T1_S5-16
2015-10-02,S5,T2,S5-16,0.472,T2_S5-16
2015-10-21,S5,T3,S5-16,0.615,T3_S5-16
2015-12-12,S5,T4,S5-16,0.395,T4_S5-16
2016-01-14,S5,T5,S5-16,0.515,T5_S5-16
2016-01-25,S5,T6,S5-16,0.412,T6_S5-16
2016-02-01,S5,T7,S5-16,0.479,T7_S5-16
2016-02-05,S5,T8,S5-16,0.481,T8_S5-16
2016-04-05,S5,T11,S5-16,0.472,T11_S5-16
2015-06-30,S5,T0,S5-17,0.538,T0_S5-17
2015-08-04,S5,T1,S5-17,0.525,T1_S5-17
2015-10-02,S5,T2,S5-17,0.598,T2_S5-17
2015-10-21,S5,T3,S5-17,0.57,T3_S5-17
2015-12-12,S5,T4,S5-17,0.515,T4_S5-17
2016-01-14,S5,T5,S5-17,0.568,T5_S5-17
2015-06-30,S5,T0,S5-18,0.536,T0_S5-18
2015-08-04,S5,T1,S5-18,0.519,T1_S5-18
2015-10-02,S5,T2,S5-18,0.607,T2_S5-18
2015-10-21,S5,T3,S5-18,0.572,T3_S5-18
2015-12-12,S5,T4,S5-18,0.517,T4_S5-18
2016-01-14,S5,T5,S5-18,0.572,T5_S5-18
2016-01-25,S5,T6,S5-18,0.534,T6_S5-18
2016-02-01,S5,T7,S5-18,0.518,T7_S5-18
2016-02-05,S5,T8,S5-18,0.516,T8_S5-18
2016-02-12,S5,T9,S5-18,0.388,T9_S5-18
2016-02-22,S5,T10,S5-18,0.104,T10_S5-18
2016-04-05,S5,T11,S5-18,0.552,T11_S5-18
2015-06-30,S5,T0,S5-19,0.547,T0_S5-19
2015-08-04,S5,T1,S5-19,0.568,T1_S5-19
2015-10-02,S5,T2,S5-19,0.626,T2_S5-19
2015-10-21,S5,T3,S5-19,0.601,T3_S5-19
2015-12-12,S5,T4,S5-19,0.552,T4_S5-19
2016-01-14,S5,T5,S5-19,0.57,T5_S5-19
2016-01-25,S5,T6,S5-19,0.584,T6_S5-19
2016-02-01,S5,T7,S5-19,0.578,T7_S5-19
2016-02-05,S5,T8,S5-19,0.511,T8_S5-19
2016-02-12,S5,T9,S5-19,0.506,T9_S5-19
2015-06-30,S5,T0,S5-2,0.539,T0_S5-2
2015-08-04,S5,T1,S5-2,0.541,T1_S5-2
2015-10-02,S5,T2,S5-2,0.543,T2_S5-2
2015-10-21,S5,T3,S5-2,0.538,T3_S5-2
2015-12-12,S5,T4,S5-2,0.484,T4_S5-2
2016-01-14,S5,T5,S5-2,0.545,T5_S5-2
2016-01-25,S5,T6,S5-2,0.568,T6_S5-2
2016-02-01,S5,T7,S5-2,0.486,T7_S5-2
2016-02-05,S5,T8,S5-2,0.455,T8_S5-2
2016-02-12,S5,T9,S5-2,0.372,T9_S5-2
2016-02-22,S5,T10,S5-2,0.126,T10_S5-2
2016-04-05,S5,T11,S5-2,0.424,T11_S5-2
2015-06-30,S5,T0,S5-20,0.573,T0_S5-20
2015-08-04,S5,T1,S5-20,0.564,T1_S5-20
2015-10-02,S5,T2,S5-20,0.443,T2_S5-20
2015-10-21,S5,T3,S5-20,0.44,T3_S5-20
2015-12-12,S5,T4,S5-20,0.535,T4_S5-20
2016-01-14,S5,T5,S5-20,0.51,T5_S5-20
2016-01-25,S5,T6,S5-20,0.491,T6_S5-20
2016-02-01,S5,T7,S5-20,0.434,T7_S5-20
2016-02-05,S5,T8,S5-20,0.446,T8_S5-20
2016-02-12,S5,T9,S5-20,0.442,T9_S5-20
2016-04-05,S5,T11,S5-20,0.441,T11_S5-20
2015-06-30,S5,T0,S5-21,0.563,T0_S5-21
2015-08-04,S5,T1,S5-21,0.571,T1_S5-21
2015-10-02,S5,T2,S5-21,0.625,T2_S5-21
2015-10-21,S5,T3,S5-21,0.598,T3_S5-21
2015-12-12,S5,T4,S5-21,0.552,T4_S5-21
2016-01-14,S5,T5,S5-21,0.576,T5_S5-21
2016-01-25,S5,T6,S5-21,0.559,T6_S5-21
2016-02-01,S5,T7,S5-21,0.474,T7_S5-21
2016-02-05,S5,T8,S5-21,0.573,T8_S5-21
2016-02-12,S5,T9,S5-21,0.455,T9_S5-21
2016-02-22,S5,T10,S5-21,0.102,T10_S5-21
2016-04-05,S5,T11,S5-21,0.547,T11_S5-21
2015-06-30,S5,T0,S5-22,0.581,T0_S5-22
2015-08-04,S5,T1,S5-22,0.487,T1_S5-22
2015-10-02,S5,T2,S5-22,0.504,T2_S5-22
2015-10-21,S5,T3,S5-22,0.493,T3_S5-22
2015-12-12,S5,T4,S5-22,0.508,T4_S5-22
2016-01-14,S5,T5,S5-22,0.576,T5_S5-22
2015-06-30,S5,T0,S5-23,0.564,T0_S5-23
2015-08-04,S5,T1,S5-23,0.553,T1_S5-23
2015-10-02,S5,T2,S5-23,0.534,T2_S5-23
2015-10-21,S5,T3,S5-23,0.579,T3_S5-23
2015-12-12,S5,T4,S5-23,0.528,T4_S5-23
2016-01-14,S5,T5,S5-23,0.531,T5_S5-23
2015-06-30,S5,T0,S5-24,0.507,T0_S5-24
2015-08-04,S5,T1,S5-24,0.505,T1_S5-24
2015-10-02,S5,T2,S5-24,0.538,T2_S5-24
2015-10-21,S5,T3,S5-24,0.504,T3_S5-24
