Date,Colony,TimePoint,Core,YII,Sample.Time
2015-12-12,S5,T4,S5-24,0.424,T4_S5-24
2016-01-14,S5,T5,S5-24,0.508,T5_S5-24
2016-01-25,S5,T6,S5-24,0.55,T6_S5-24
2016-02-01,S5,T7,S5-24,0.515,T7_S5-24
2016-02-05,S5,T8,S5-24,0.512,T8_S5-24
2016-02-12,S5,T9,S5-24,0.451,T9_S5-24
2016-02-22,S5,T10,S5-24,0.217,T10_S5-24
2016-04-05,S5,T11,S5-24,0.429,T11_S5-24
2015-06-30,S5,T0,S5-25,0.542,T0_S5-25
2015-08-04,S5,T1,S5-25,0.523,T1_S5-25
2015-10-02,S5,T2,S5-25,0.555,T2_S5-25
2015-10-21,S5,T3,S5-25,0.545,T3_S5-25
2015-12-12,S5,T4,S5-25,0.487,T4_S5-25
2016-01-14,S5,T5,S5-25,0.487,T5_S5-25
2016-01-25,S5,T6,S5-25,0.502,T6_S5-25
2016-02-01,S5,T7,S5-25,0.443,T7_S5-25
2016-02-05,S5,T8,S5-25,0.443,T8_S5-25
2016-02-12,S5,T9,S5-25,0.441,T9_S5-25
2015-06-30,S5,T0,S5-26,0.562,T0_S5-26
2015-08-04,S5,T1,S5-26,0.505,T1_S5-26
2015-10-02,S5,T2,S5-26,0.488,T2_S5-26
2015-10-21,S5,T3,S5-26,0.623,T3_S5-26
2015-12-12,S5,T4,S5-26,0.408,T4_S5-26
2016-01-14,S5,T5,S5-26,0.505,T5_S5-26
2016-01-25,S5,T6,S5-26,0.358,T6_S5-26
2016-02-01,S5,T7,S5-26,0.493,T7_S5-26
2016-02-05,S5,T8,S5-26,0.492,T8_S5-26
2016-04-05,S5,T11,S5-26,0.419,T11_S5-26
2015-06-30,S5,T0,S5-27,0.522,T0_S5-27
2015-08-04,S5,T1,S5-27,0.494,T1_S5-27
2015-10-02,S5,T2,S5-27,0.555,T2_S5-27
2015-10-21,S5,T3,S5-27,0.578,T3_S5-27
2015-12-12,S5,T4,S5-27,0.549,T4_S5-27
2016-01-14,S5,T5,S5-27,0.576,T5_S5-27
2015-06-30,S5,T0,S5-3,0.563,T0_S5-3
2015-08-04,S5,T1,S5-3,0.444,T1_S5-3
2015-10-02,S5,T2,S5-3,0.452,T2_S5-3
2015-10-21,S5,T3,S5-3,0.453,T3_S5-3
2015-12-12,S5,T4,S5-3,0.496,T4_S5-3
2016-01-14,S5,T5,S5-3,0.548,T5_S5-3
2016-01-25,S5,T6,S5-3,0.499,T6_S5-3
2016-02-01,S5,T7,S5-3,0.475,T7_S5-3
2016-02-05,S5,T8,S5-3,0.486,T8_S5-3
2016-02-12,S5,T9,S5-3,0.528,T9_S5-3
2015-06-30,S5,T0,S5-4,0.546,T0_S5-4
2015-08-04,S5,T1,S5-4,0.534,T1_S5-4
2015-10-02,S5,T2,S5-4,0.381,T2_S5-4
2015-10-21,S5,T3,S5-4,0.353,T3_S5-4
2015-12-12,S5,T4,S5-4,0.463,T4_S5-4
2016-01-14,S5,T5,S5-4,0.494,T5_S5-4
2016-01-25,S5,T6,S5-4,0.499,T6_S5-4
2016-02-01,S5,T7,S5-4,0.439,T7_S5-4
2016-02-05,S5,T8,S5-4,0.442,T8_S5-4
2016-02-12,S5,T9,S5-4,0.438,T9_S5-4
2016-04-05,S5,T11,S5-4,0.45,T11_S5-4
2015-06-30,S5,T0,S5-5,0.533,T0_S5-5
2015-08-04,S5,T1,S5-5,0.514,T1_S5-5
2015-10-02,S5,T2,S5-5,0.548,T2_S5-5
2015-10-21,S5,T3,S5-5,0.559,T3_S5-5
2015-12-12,S5,T4,S5-5,0.528,T4_S5-5
2016-01-14,S5,T5,S5-5,0.572,T5_S5-5
2016-01-25,S5,T6,S5-5,0.577,T6_S5-5
2016-02-01,S5,T7,S5-5,0.569,T7_S5-5
2016-02-05,S5,T8,S5-5,0.585,T8_S5-5
2016-02-12,S5,T9,S5-5,0.514,T9_S5-5
2016-02-22,S5,T10,S5-5,0.21,T10_S5-5
2016-04-05,S5,T11,S5-5,0.538,T11_S5-5
2015-06-30,S5,T0,S5-6,0.547,T0_S5-6
2015-08-04,S5,T1,S5-6,0.481,T1_S5-6
2015-10-02,S5,T2,S5-6,0.506,T2_S5-6
2015-10-21,S5,T3,S5-6,0.548,T3_S5-6
2015-12-12,S5,T4,S5-6,0.515,T4_S5-6
2016-01-14,S5,T5,S5-6,0.582,T5_S5-6
2016-01-25,S5,T6,S5-6,0.521,T6_S5-6
2016-02-01,S5,T7,S5-6,0.496,T7_S5-6
2016-02-05,S5,T8,S5-6,0.487,T8_S5-6
2016-02-12,S5,T9,S5-6,0.498,T9_S5-6
2016-02-22,S5,T10,S5-6,0.377,T10_S5-6
2016-04-05,S5,T11,S5-6,0.475,T11_S5-6
2015-06-30,S5,T0,S5-7,0.543,T0_S5-7
2015-08-04,S5,T1,S5-7,0.516,T1_S5-7
2015-10-02,S5,T2,S5-7,0.493,T2_S5-7
2015-10-21,S5,T3,S5-7,0.521,T3_S5-7
2015-12-12,S5,T4,S5-7,0.504,T4_S5-7
2016-01-14,S5,T5,S5-7,0.562,T5_S5-7
2016-01-25,S5,T6,S5-7,0.562,T6_S5-7
2016-02-01,S5,T7,S5-7,0.528,T7_S5-7
2016-02-05,S5,T8,S5-7,0.529,T8_S5-7
2016-02-12,S5,T9,S5-7,0.405,T9_S5-7
2016-02-22,S5,T10,S5-7,0.128,T10_S5-7
2016-04-05,S5,T11,S5-7,0.542,T11_S5-7
2015-06-30,S5,T0,S5-8,0.52,T0_S5-8
2015-08-04,S5,T1,S5-8,0.538,T1_S5-8
2015-10-02,S5,T2,S5-8,0.543,T2_S5-8
2015-10-21,S5,T3,S5-8,0.539,T3_S5-8
2015-12-12,S5,T4,S5-8,0.475,T4_S5-8
2016-01-14,S5,T5,S5-8,0.545,T5_S5-8
2016-01-25,S5,T6,S5-8,0.54,T6_S5-8
2016-02-01,S5,T7,S5-8,0.434,T7_S5-8
2016-02-05,S5,T8,S5-8,0.498,T8_S5-8
2016-02-12,S5,T9,S5-8,0.346,T9_S5-8
2015-06-30,S5,T0,S5-9,0.525,T0_S5-9
2015-08-04,S5,T1,S5-9,0.512,T1_S5-9
2015-10-02,S5,T2,S5-9,0.547,T2_S5-9
2015-10-21,S5,T3,S5-9,0.535,T3_S5-9
2015-12-12,S5,T4,S5-9,0.465,T4_S5-9
2016-01-14,S5,T5,S5-9,0.524,T5_S5-9
2015-06-30,S6,T0,S6-1,0.53,T0_S6-1
2015-08-04,S6,T1,S6-1,0.529,T1_S6-1
2015-10-02,S6,T2,S6-1,0.573,T2_S6-1
2015-10-21,S6,T3,S6-1,0.557,T3_S6-1
2015-12-12,S6,T4,S6-1,0.538,T4_S6-1
2016-01-14,S6,T5,S6-1,0.524,T5_S6-1
2016-01-25,S6,T6,S6-1,0.548,T6_S6-1
2016-02-01,S6,T7,S6-1,0.551,T7_S6-1
2016-02-05,S6,T8,S6-1,0.545,T8_S6-1
2016-02-12,S6,T9,S6-1,0.546,T9_S6-1
2016-02-22,S6,T10,S6-1,0.438,T10_S6-1
2016-04-05,S6,T11,S6-1,0.599,T11_S6-1
2015-06-30,S6,T0,S6-10,0.558,T0_S6-10
2015-08-04,S6,T1,S6-10,0.572,T1_S6-10
2015-10-02,S6,T2,S6-10,0.634,T2_S6-10
2015-10-21,S6,T3,S6-10,0.612,T3_S6-10
2015-12-12,S6,T4,S6-10,0.587,T4_S6-10
2016-01-14,S6,T5,S6-10,0.592,T5_S6-10
2016-01-25,S6,T6,S6-10,0.587,T6_S6-10
2016-02-01,S6,T7,S6-10,0.597,T7_S6-10
2016-02-05,S6,T8,S6-10,0.6,T8_S6-10
2016-02-12,S6,T9,S6-10,0.567,T9_S6-10
2016-02-22,S6,T10,S6-10,0.447,T10_S6-10
2016-04-05,S6,T11,S6-10,0.556,T11_S6-10
2015-06-30,S6,T0,S6-11,0.547,T0_S6-11
2015-08-04,S6,T1,S6-11,0.545,T1_S6-11
2015-10-02,S6,T2,S6-11,0.578,T2_S6-11
2015-10-21,S6,T3,S6-11,0.611,T3_S6-11
2015-12-12,S6,T4,S6-11,0.589,T4_S6-11
2016-01-14,S6,T5,S6-11,0.631,T5_S6-11
2015-06-30,S6,T0,S6-12,0.539,T0_S6-12
2015-08-04,S6,T1,S6-12,0.525,T1_S6-12
2015-10-02,S6,T2,S6-12,0.567,T2_S6-12
2015-10-21,S6,T3,S6-12,0.555,T3_S6-12
2015-12-12,S6,T4,S6-12,0.532,T4_S6-12
2016-01-14,S6,T5,S6-12,0.534,T5_S6-12
2015-06-30,S6,T0,S6-13,0.535,T0_S6-13
2015-08-04,S6,T1,S6-13,0.52,T1_S6-13
2015-10-02,S6,T2,S6-13,0.579,T2_S6-13
2015-10-21,S6,T3,S6-13,0.62,T3_S6-13
2015-12-12,S6,T4,S6-13,0.565,T4_S6-13
2016-01-14,S6,T5,S6-13,0.592,T5_S6-13
2016-01-25,S6,T6,S6-13,0.585,T6_S6-13
2016-02-01,S6,T7,S6-13,0.578,T7_S6-13
2016-02-05,S6,T8,S6-13,0.591,T8_S6-13
2016-02-12,S6,T9,S6-13,0.513,T9_S6-13
2016-02-22,S6,T10,S6-13,0.471,T10_S6-13
2016-04-05,S6,T11,S6-13,0.558,T11_S6-13
2015-06-30,S6,T0,S6-14,0.571,T0_S6-14
2015-08-04,S6,T1,S6-14,0.43,T1_S6-14
2015-10-02,S6,T2,S6-14,0.522,T2_S6-14
2015-10-21,S6,T3,S6-14,0.538,T3_S6-14
2015-12-12,S6,T4,S6-14,0.573,T4_S6-14
2016-01-14,S6,T5,S6-14,0.635,T5_S6-14
2016-01-25,S6,T6,S6-14,0.57,T6_S6-14
2016-02-01,S6,T7,S6-14,0.55,T7_S6-14
2016-02-05,S6,T8,S6-14,0.582,T8_S6-14
2016-02-12,S6,T9,S6-14,0.57,T9_S6-14
2016-02-22,S6,T10,S6-14,0.524,T10_S6-14
2016-04-05,S6,T11,S6-14,0.531,T11_S6-14
2015-06-30,S6,T0,S6-15,0.558,T0_S6-15
2015-08-04,S6,T1,S6-15,0.546,T1_S6-15
2015-10-02,S6,T2,S6-15,0.565,T2_S6-15
2015-10-21,S6,T3,S6-15,0.583,T3_S6-15
2015-12-12,S6,T4,S6-15,0.535,T4_S6-15
2016-01-14,S6,T5,S6-15,0.52,T5_S6-15
2016-01-25,S6,T6,S6-15,0.536,T6_S6-15
2016-02-01,S6,T7,S6-15,0.559,T7_S6-15
2016-02-05,S6,T8,S6-15,0.563,T8_S6-15
2016-02-12,S6,T9,S6-15,0.513,T9_S6-15
2016-02-22,S6,T10,S6-15,0.382,T10_S6-15
2016-04-05,S6,T11,S6-15,0.588,T11_S6-15
2015-06-30,S6,T0,S6-17,0.545,T0_S6-17
2015-08-04,S6,T1,S6-17,0.514,T1_S6-17
2015-10-02,S6,T2,S6-17,0.569,T2_S6-17
2015-10-21,S6,T3,S6-17,0.604,T3_S6-17
2015-12-12,S6,T4,S6-17,0.583,T4_S6-17
2016-01-14,S6,T5,S6-17,0.643,T5_S6-17
2016-01-25,S6,T6,S6-17,0.581,T6_S6-17
2016-02-01,S6,T7,S6-17,0.563,T7_S6-17
2016-02-05,S6,T8,S6-17,0.556,T8_S6-17
2016-02-12,S6,T9,S6-17,0.559,T9_S6-17
2016-02-22,S6,T10,S6-17,0.541,T10_S6-17
2016-04-05,S6,T11,S6-17,0.535,T11_S6-17
2015-06-30,S6,T0,S6-18,0.547,T0_S6-18
2015-08-04,S6,T1,S6-18,0.556,T1_S6-18
2015-10-02,S6,T2,S6-18,0.563,T2_S6-18
2015-10-21,S6,T3,S6-18,0.572,T3_S6-18
2015-12-12,S6,T4,S6-18,0.443,T4_S6-18
2016-01-14,S6,T5,S6-18,0.49,T5_S6-18
2016-01-25,S6,T6,S6-18,0.521,T6_S6-18
2016-02-01,S6,T7,S6-18,0.502,T7_S6-18
2016-02-05,S6,T8,S6-18,0.518,T8_S6-18
2016-02-12,S6,T9,S6-18,0.504,T9_S6-18
2016-02-22,S6,T10,S6-18,0.332,T10_S6-18
2016-04-05,S6,T11,S6-18,0.474,T11_S6-18
2015-06-30,S6,T0,S6-19,0.566,T0_S6-19
2015-08-04,S6,T1,S6-19,0.561,T1_S6-19
2015-10-02,S6,T2,S6-19,0.504,T2_S6-19
2015-10-21,S6,T3,S6-19,0.506,T3_S6-19
2015-12-12,S6,T4,S6-19,0.426,T4_S6-19
2016-01-14,S6,T5,S6-19,0.555,T5_S6-19
2016-01-25,S6,T6,S6-19,0.514,T6_S6-19
2016-02-01,S6,T7,S6-19,0.485,T7_S6-19
2016-02-05,S6,T8,S6-19,0.501,T8_S6-19
2016-02-12,S6,T9,S6-19,0.478,T9_S6-19
2016-04-05,S6,T11,S6-19,0.456,T11_S6-19
2015-06-30,S6,T0,S6-2,0.573,T0_S6-2
2015-08-04,S6,T1,S6-2,0.526,T1_S6-2
2015-10-02,S6,T2,S6-2,0.551,T2_S6-2
2015-10-21,S6,T3,S6-2,0.688,T3_S6-2
2015-12-12,S6,T4,S6-2,0.467,T4_S6-2
2016-01-14,S6,T5,S6-2,0.537,T5_S6-2
2016-01-25,S6,T6,S6-2,0.482,T6_S6-2
2016-02-01,S6,T7,S6-2,0.506,T7_S6-2
2016-02-05,S6,T8,S6-2,0.513,T8_S6-2
2016-04-05,S6,T11,S6-2,0.514,T11_S6-2
2015-06-30,S6,T0,S6-20,0.527,T0_S6-20
2015-08-04,S6,T1,S6-20,0.517,T1_S6-20
2015-10-02,S6,T2,S6-20,0.569,T2_S6-20
2015-10-21,S6,T3,S6-20,0.545,T3_S6-20
2015-12-12,S6,T4,S6-20,0.482,T4_S6-20
2016-01-14,S6,T5,S6-20,0.523,T5_S6-20
2016-01-25,S6,T6,S6-20,0.559,T6_S6-20
2016-02-01,S6,T7,S6-20,0.536,T7_S6-20
2016-02-05,S6,T8,S6-20,0.567,T8_S6-20
2016-02-12,S6,T9,S6-20,0.542,T9_S6-20
2015-06-30,S6,T0,S6-21,0.548,T0_S6-21
2015-08-04,S6,T1,S6-21,0.515,T1_S6-21
2015-10-02,S6,T2,S6-21,0.555,T2_S6-21
2015-10-21,S6,T3,S6-21,0.576,T3_S6-21
2015-12-12,S6,T4,S6-21,0.517,T4_S6-21
2016-01-14,S6,T5,S6-21,0.513,T5_S6-21
2016-01-25,S6,T6,S6-21,0.524,T6_S6-21
2016-02-01,S6,T7,S6-21,0.557,T7_S6-21
2016-02-05,S6,T8,S6-21,0.574,T8_S6-21
2016-02-12,S6,T9,S6-21,0.503,T9_S6-21
2015-06-30,S6,T0,S6-22,0.551,T0_S6-22
2015-08-04,S6,T1,S6-22,0.509,T1_S6-22
2015-10-02,S6,T2,S6-22,0.529,T2_S6-22
2015-10-21,S6,T3,S6-22,0.653,T3_S6-22
2015-12-12,S6,T4,S6-22,0.441,T4_S6-22
2016-01-14,S6,T5,S6-22,0.534,T5_S6-22
2016-01-25,S6,T6,S6-22,0.474,T6_S6-22
2016-02-01,S6,T7,S6-22,0.508,T7_S6-22
2016-02-05,S6,T8,S6-22,0.525,T8_S6-22
2016-04-05,S6,T11,S6-22,0.508,T11_S6-22
2015-06-30,S6,T0,S6-23,0.557,T0_S6-23
2015-08-04,S6,T1,S6-23,0.549,T1_S6-23
2015-10-02,S6,T2,S6-23,0.569,T2_S6-23
2015-10-21,S6,T3,S6-23,0.549,T3_S6-23
2015-12-12,S6,T4,S6-23,0.528,T4_S6-23
2016-01-14,S6,T5,S6-23,0.527,T5_S6-23
2016-01-25,S6,T6,S6-23,0.555,T6_S6-23
2016-02-01,S6,T7,S6-23,0.572,T7_S6-23
2016-02-05,S6,T8,S6-23,0.577,T8_S6-23
2016-02-12,S6,T9,S6-23,0.532,T9_S6-23
2016-02-22,S6,T10,S6-23,0.378,T10_S6-23
2016-04-05,S6,T11,S6-23,0.521,T11_S6-23
2015-06-30,S6,T0,S6-24,0.569,T0_S6-24
2015-08-04,S6,T1,S6-24,0.548,T1_S6-24
2015-10-02,S6,T2,S6-24,0.518,T2_S6-24
2015-10-21,S6,T3,S6-24,0.485,T3_S6-24
2015-12-12,S6,T4,S6-24,0.472,T4_S6-24
2016-01-14,S6,T5,S6-24,0.518,T5_S6-24
2015-06-30,S6,T0,S6-25,0.55,T0_S6-25
2015-08-04,S6,T1,S6-25,0.558,T1_S6-25
2015-10-02,S6,T2,S6-25,0.625,T2_S6-25
2015-10-21,S6,T3,S6-25,0.599,T3_S6-25
2015-12-12,S6,T4,S6-25,0.576,T4_S6-25
2016-01-14,S6,T5,S6-25,0.593,T5_S6-25
2015-06-30,S6,T0,S6-26,0.552,T0_S6-26
2015-08-04,S6,T1,S6-26,0.531,T1_S6-26
2015-10-02,S6,T2,S6-26,0.559,T2_S6-26
2015-10-21,S6,T3,S6-26,0.535,T3_S6-26
2015-12-12,S6,T4,S6-26,0.529,T4_S6-26
2016-01-14,S6,T5,S6-26,0.551,T5_S6-26
2015-06-30,S6,T0,S6-27,0.534,T0_S6-27
2015-08-04,S6,T1,S6-27,0.521,T1_S6-27
2015-10-02,S6,T2,S6-27,0.545,T2_S6-27
2015-10-21,S6,T3,S6-27,0.593,T3_S6-27
2015-12-12,S6,T4,S6-27,0.509,T4_S6-27
2016-01-14,S6,T5,S6-27,0.492,T5_S6-27
2016-01-25,S6,T6,S6-27,0.507,T6_S6-27
2016-02-01,S6,T7,S6-27,0.535,T7_S6-27
2016-02-05,S6,T8,S6-27,0.548,T8_S6-27
2016-02-12,S6,T9,S6-27,0.529,T9_S6-27
2016-02-22,S6,T10,S6-27,0.406,T10_S6-27
2016-04-05,S6,T11,S6-27,0.549,T11_S6-27
2015-06-30,S6,T0,S6-28,0.568,T0_S6-28
2015-08-04,S6,T1,S6-28,0.518,T1_S6-28
2015-10-02,S6,T2,S6-28,0.518,T2_S6-28
2015-10-21,S6,T3,S6-28,0.504,T3_S6-28
2015-12-12,S6,T4,S6-28,0.454,T4_S6-28
2016-01-14,S6,T5,S6-28,0.539,T5_S6-28
2016-01-25,S6,T6,S6-28,0.536,T6_S6-28
2016-02-01,S6,T7,S6-28,0.531,T7_S6-28
2016-02-05,S6,T8,S6-28,0.527,T8_S6-28
2016-02-12,S6,T9,S6-28,0.498,T9_S6-28
2016-02-22,S6,T10,S6-28,0.335,T10_S6-28
2016-04-05,S6,T11,S6-28,0.551,T11_S6-28
2015-06-30,S6,T0,S6-29,0.531,T0_S6-29
2015-08-04,S6,T1,S6-29,0.518,T1_S6-29
2015-10-02,S6,T2,S6-29,0.547,T2_S6-29
2015-10-21,S6,T3,S6-29,0.575,T3_S6-29
2015-12-12,S6,T4,S6-29,0.498,T4_S6-29
2016-01-14,S6,T5,S6-29,0.556,T5_S6-29
2016-01-25,S6,T6,S6-29,0.52,T6_S6-29
2016-02-01,S6,T7,S6-29,0.532,T7_S6-29
2016-02-05,S6,T8,S6-29,0.549,T8_S6-29
2016-02-12,S6,T9,S6-29,0.529,T9_S6-29
2015-06-30,S6,T0,S6-3,0.565,T0_S6-3
2015-08-04,S6,T1,S6-3,0.533,T1_S6-3
2015-10-02,S6,T2,S6-3,0.579,T2_S6-3
2015-10-21,S6,T3,S6-3,0.582,T3_S6-3
2015-12-12,S6,T4,S6-3,0.465,T4_S6-3
2016-01-14,S6,T5,S6-3,0.474,T5_S6-3
2016-01-25,S6,T6,S6-3,0.522,T6_S6-3
2016-02-01,S6,T7,S6-3,0.509,T7_S6-3
2016-02-05,S6,T8,S6-3,0.523,T8_S6-3
2016-02-12,S6,T9,S6-3,0.488,T9_S6-3
2015-06-30,S6,T0,S6-31,0.541,T0_S6-31
2015-08-04,S6,T1,S6-31,0.525,T1_S6-31
2015-10-02,S6,T2,S6-31,0.479,T2_S6-31
2015-10-21,S6,T3,S6-31,0.447,T3_S6-31
2015-12-12,S6,T4,S6-31,0.447,T4_S6-31
2016-01-14,S6,T5,S6-31,0.511,T5_S6-31
2016-01-25,S6,T6,S6-31,0.534,T6_S6-31
2016-02-01,S6,T7,S6-31,0.498,T7_S6-31
2016-02-05,S6,T8,S6-31,0.511,T8_S6-31
2016-02-12,S6,T9,S6-31,0.447,T9_S6-31
2016-02-22,S6,T10,S6-31,0.17,T10_S6-31
2016-04-05,S6,T11,S6-31,0.413,T11_S6-31
2015-06-30,S6,T0,S6-4,0.569,T0_S6-4
2015-08-04,S6,T1,S6-4,0.567,T1_S6-4
2015-10-02,S6,T2,S6-4,0.49,T2_S6-4
2015-10-21,S6,T3,S6-4,0.496,T3_S6-4
2015-12-12,S6,T4,S6-4,0.449,T4_S6-4
2016-01-14,S6,T5,S6-4,0.538,T5_S6-4
2016-01-25,S6,T6,S6-4,0.538,T6_S6-4
2016-02-01,S6,T7,S6-4,0.492,T7_S6-4
2016-02-05,S6,T8,S6-4,0.489,T8_S6-4
2016-02-12,S6,T9,S6-4,0.49,T9_S6-4
2016-04-05,S6,T11,S6-4,0.481,T11_S6-4
2015-06-30,S6,T0,S6-5,0.539,T0_S6-5
2015-08-04,S6,T1,S6-5,0.535,T1_S6-5
2015-10-02,S6,T2,S6-5,0.585,T2_S6-5
2015-10-21,S6,T3,S6-5,0.57,T3_S6-5
2015-12-12,S6,T4,S6-5,0.507,T4_S6-5
2016-01-14,S6,T5,S6-5,0.517,T5_S6-5
2016-01-25,S6,T6,S6-5,0.563,T6_S6-5
2016-02-01,S6,T7,S6-5,0.553,T7_S6-5
2016-02-05,S6,T8,S6-5,0.574,T8_S6-5
2016-02-12,S6,T9,S6-5,0.526,T9_S6-5
2016-02-22,S6,T10,S6-5,0.417,T10_S6-5
2016-04-05,S6,T11,S6-5,0.545,T11_S6-5
2015-06-30,S6,T0,S6-6,0.563,T0_S6-6
2015-08-04,S6,T1,S6-6,0.549,T1_S6-6
2015-10-02,S6,T2,S6-6,0.594,T2_S6-6
2015-10-21,S6,T3,S6-6,0.633,T3_S6-6
2015-12-12,S6,T4,S6-6,0.575,T4_S6-6
2016-01-14,S6,T5,S6-6,0.59,T5_S6-6
2016-01-25,S6,T6,S6-6,0.595,T6_S6-6
2016-02-01,S6,T7,S6-6,0.591,T7_S6-6
2016-02-05,S6,T8,S6-6,0.591,T8_S6-6
2016-02-12,S6,T9,S6-6,0.542,T9_S6-6
2015-06-30,S6,T0,S6-8,0.566,T0_S6-8
2015-08-04,S6,T1,S6-8,0.58,T1_S6-8
2015-10-02,S6,T2,S6-8,0.58,T2_S6-8
2015-10-21,S6,T3,S6-8,0.517,T3_S6-8
2015-12-12,S6,T4,S6-8,0.492,T4_S6-8
2016-01-14,S6,T5,S6-8,0.517,T5_S6-8
2015-06-30,S6,T0,S6-9,0.594,T0_S6-9
2015-08-04,S6,T1,S6-9,0.532,T1_S6-9
2015-10-02,S6,T2,S6-9,0.567,T2_S6-9
2015-10-21,S6,T3,S6-9,0.579,T3_S6-9
2015-12-12,S6,T4,S6-9,0.587,T4_S6-9
2016-01-14,S6,T5,S6-9,0.628,T5_S6-9
2016-01-25,S6,T6,S6-9,0.58,T6_S6-9
2016-02-01,S6,T7,S6-9,0.562,T7_S6-9
2016-02-05,S6,T8,S6-9,0.585,T8_S6-9
2016-02-12,S6,T9,S6-9,0.58,T9_S6-9
2017-05-11,S5,T17,S5-21,0.505,T17_S5-21
2017-05-11,S2,T17,S2-30,0.547,T17_S2-30
2017-05-11,S3,T17,S3-2,0.527,T17_S3-2
2017-05-11,S1,T17,S1-11,0.551,T17_S1-11
2017-05-11,S6,T17,S6-18,0.495,T17_S6-18
2017-05-11,S4,T17,S4-1,0.497,T17_S4-1
2017-05-11,S5,T17,S5-18,0.524,T17_S5-18
2017-05-11,S2,T17,S2-24,0.506,T17_S2-24
2017-05-11,S3,T17,S3-11,0.521,T17_S3-11
2017-05-11,S1,T17,S1-16,0.544,T17_S1-16
2017-05-11,S6,T17,S6-1,0.511,T17_S6-1
2017-05-11,S4,T17,S4-11,0.465,T17_S4-11
2017-05-11,S4,T17,S4-12,0.485,T17_S4-12
2017-05-11,S6,T17,S6-5,0.52,T17_S6-5
2017-05-11,S1,T17,S1-13,0.539,T17_S1-13
2017-05-11,S3,T17,S3-4,0.532,T17_S3-4
2017-05-11,S2,T17,S2-29,0.528,T17_S2-29
2017-05-11,S5,T17,S5-6,0.521,T17_S5-6
2017-05-11,S1,T17,S1-26,0.544,T17_S1-26
2017-05-11,S3,T17,S3-18,0.555,T17_S3-18
2017-05-11,S4,T17,S4-24,0.522,T17_S4-24
2017-05-11,S6,T17,S6-23,0.506,T17_S6-23
2017-05-11,S2,T17,S2-1,0.534,T17_S2-1
2017-05-11,S1,T17,S1-6,0.563,T17_S1-6
2017-05-11,S3,T17,S3-12,0.56,T17_S3-12
2017-05-11,S4,T17,S4-26,0.512,T17_S4-26
2017-05-11,S6,T17,S6-15,0.559,T17_S6-15
2017-05-11,S2,T17,S2-7,0.529,T17_S2-7
2017-05-11,S1,T17,S1-15,0.595,T17_S1-15
2017-05-11,S3,T17,S3-26,0.617,T17_S3-26
2017-05-11,S4,T17,S4-16,0.547,T17_S4-16
2017-05-11,S6,T17,S6-31,0.575,T17_S6-31
2017-05-11,S5,T17,S5-5,0.543,T17_S5-5
2017-05-11,S2,T17,S2-14,0.599,T17_S2-14
2017-05-11,S1,T17,S1-29,0.54,T17_S1-29
2017-05-11,S2,T17,S2-19,0.51,T17_S2-19
2017-05-11,S4,T17,S4-23,0.58,T17_S4-23
2017-05-11,S5,T17,S5-20,0.516,T17_S5-20
2017-05-11,S6,T17,S6-19,0.509,T17_S6-19
