Date,Colony,TimePoint,Core,YII,Sample.Time
2017-06-03,S4,T21,S4-24,0.416,T21_S4-24
2017-06-03,S1,T21,S1-6,0.466,T21_S1-6
2017-06-03,S3,T21,S3-12,0.453,T21_S3-12
2017-06-03,S4,T21,S4-26,0.431,T21_S4-26
2017-06-03,S6,T21,S6-15,0.478,T21_S6-15
2017-06-03,S2,T21,S2-7,0.471,T21_S2-7
2017-06-03,S1,T21,S1-15,0.453,T21_S1-15
2017-06-03,S6,T21,S6-23,0.385,T21_S6-23
2017-06-03,S2,T21,S2-1,0.47,T21_S2-1
2017-06-03,S3,T21,S3-26,0.441,T21_S3-26
2017-06-03,S4,T21,S4-16,0.451,T21_S4-16
2017-06-03,S6,T21,S6-31,0.489,T21_S6-31
2017-06-03,S5,T21,S5-5,0.457,T21_S5-5
2017-06-03,S2,T21,S2-14,0.468,T21_S2-14
2017-06-03,S1,T21,S1-29,0.446,T21_S1-29
2017-06-03,S2,T21,S2-19,0.471,T21_S2-19
2017-06-03,S5,T21,S5-20,0.478,T21_S5-20
2017-06-03,S6,T21,S6-19,0.437,T21_S6-19
2017-06-03,S1,T21,S1-3,0.474,T21_S1-3
2017-06-03,S2,T21,S2-5,0.499,T21_S2-5
2017-06-03,S6,T21,S6-22,0.456,T21_S6-22
2017-06-03,S2,T21,S2-26,0.485,T21_S2-26
2017-06-03,S5,T21,S5-26,0.38,T21_S5-26
2017-06-03,S3,T21,S3-15,0.296,T21_S3-15
2017-06-03,S4,T21,S4-20,0.358,T21_S4-20
2017-06-03,S3,T21,S3-23,0.287,T21_S3-23
2017-06-03,S4,T21,S4-23,0.398,T21_S4-23
2017-06-03,S6,T21,S6-16,0.428,T21_S6-16
2017-06-03,S1,T21,S1-21,0.389,T21_S1-21
2017-06-03,S2,T21,S2-6,0.5,T21_S2-6
2017-06-03,S3,T21,S3-22,0.379,T21_S3-22
2017-06-03,S4,T21,S4-5,0.394,T21_S4-5
2017-06-03,S5,T21,S5-4,0.457,T21_S5-4
2017-06-03,S6,T21,S6-4,0.465,T21_S6-4
2017-06-03,S1,T21,S1-20,0.427,T21_S1-20
2017-06-03,S2,T21,S2-27,0.507,T21_S2-27
2017-06-03,S3,T21,S3-24,0.384,T21_S3-24
2017-06-03,S5,T21,S5-16,0.41,T21_S5-16
2017-06-03,S6,T21,S6-2,0.427,T21_S6-2
2017-06-03,S1,T21,S1-27,0.431,T21_S1-27
2017-06-03,S3,T21,S3-14,0.368,T21_S3-14
2017-06-03,S4,T21,S4-27,0.385,T21_S4-27
2017-06-03,S2,T21,S2-12,0.414,T21_S2-12
2017-06-03,S5,T21,S5-24,0.517,T21_S5-24
2017-06-03,S2,T21,S2-10,0.552,T21_S2-10
2017-06-03,S1,T21,S1-4,0.509,T21_S1-4
2017-06-03,S3,T21,S3-3,0.464,T21_S3-3
2017-06-03,S4,T21,S4-25,0.505,T21_S4-25
2017-06-03,S6,T21,S6-17,0.511,T21_S6-17
2017-06-03,S5,T21,S5-14,0.516,T21_S5-14
2017-06-03,S2,T21,S2-31,0.519,T21_S2-31
2017-06-03,S1,T21,S1-17,0.481,T21_S1-17
2017-06-03,S3,T21,S3-8,0.493,T21_S3-8
2017-06-03,S4,T21,S4-22,0.449,T21_S4-22
2017-06-03,S6,T21,S6-27,0.478,T21_S6-27
2017-06-03,S5,T21,S5-12,0.504,T21_S5-12
2017-06-03,S2,T21,S2-8,0.505,T21_S2-8
2017-06-03,S1,T21,S1-5,0.48,T21_S1-5
2017-06-03,S3,T21,S3-28,0.422,T21_S3-28
2017-06-03,S4,T21,S4-18,0.432,T21_S4-18
2017-06-03,S6,T21,S6-10,0.458,T21_S6-10
2017-06-03,S2,T21,S2-22,0.481,T21_S2-22
2017-06-03,S5,T21,S5-10,0.47,T21_S5-10
2017-06-03,S4,T21,S4-21,0.457,T21_S4-21
2017-06-03,S6,T21,S6-14,0.473,T21_S6-14
2017-06-03,S1,T21,S1-22,0.486,T21_S1-22
2017-06-03,S3,T21,S3-9,0.51,T21_S3-9
2017-06-03,S2,T21,S2-16,0.455,T21_S2-16
2017-06-03,S5,T21,S5-13,0.495,T21_S5-13
2017-06-03,S4,T21,S4-19,0.469,T21_S4-19
2017-06-03,S6,T21,S6-28,0.487,T21_S6-28
2017-06-03,S1,T21,S1-30,0.51,T21_S1-30
2017-06-03,S3,T21,S3-25,0.519,T21_S3-25
2017-06-03,S2,T21,S2-3,0.522,T21_S2-3
2017-06-03,S5,T21,S5-2,0.496,T21_S5-2
2017-06-03,S4,T21,S4-17,0.476,T21_S4-17
2017-06-03,S6,T21,S6-13,0.525,T21_S6-13
2017-06-03,S1,T21,S1-2,0.516,T21_S1-2
2017-06-03,S3,T21,S3-16,0.517,T21_S3-16
2017-06-03,S6,T21,S6-C,0.534,T21_S6-C
2017-06-03,S6,T21,S6-D,0.543,T21_S6-D
2017-06-03,S2,T21,S2-N,0.483,T21_S2-N
2017-06-03,S6,T21,S6-K,0.467,T21_S6-K
2017-06-03,S2,T21,S2-J,0.46,T21_S2-J
2017-06-03,S6,T21,S6-M,0.531,T21_S6-M
2017-06-03,S6,T21,S6-G,0.494,T21_S6-G
2017-06-03,S6,T21,S6-F,0.458,T21_S6-F
2017-06-03,S2,T21,S2-B,0.43,T21_S2-B
2017-06-03,S6,T21,S6-L,0.428,T21_S6-L
2017-06-03,S2,T21,S2-I,0.444,T21_S2-I
2017-06-03,S2,T21,S2-Q,0.396,T21_S2-Q
2017-06-03,S2,T21,S2-P,0.477,T21_S2-P
2017-06-03,S2,T21,S2-H,0.452,T21_S2-H
2017-06-03,S2,T21,S2-E,0.436,T21_S2-E
2017-06-03,S2,T21,S2-O,0.354,T21_S2-O
2017-06-03,S2,T21,S2-A,0.444,T21_S2-A
2017-06-08,S1,T22,S1-29,0.463,T22_S1-29
2017-06-08,S2,T22,S2-19,0.461,T22_S2-19
2017-06-08,S4,T22,S4-23,0.371,T22_S4-23
2017-06-08,S5,T22,S5-20,0.452,T22_S5-20
2017-06-08,S6,T22,S6-19,0.408,T22_S6-19
2017-06-08,S1,T22,S1-3,0.493,T22_S1-3
2017-06-08,S2,T22,S2-5,0.476,T22_S2-5
2017-06-08,S3,T22,S3-15,0.217,T22_S3-15
2017-06-08,S4,T22,S4-20,0.357,T22_S4-20
2017-06-08,S5,T22,S5-26,0.269,T22_S5-26
2017-06-08,S6,T22,S6-22,0.435,T22_S6-22
2017-06-08,S2,T22,S2-26,0.432,T22_S2-26
2017-06-08,S3,T22,S3-23,0.169,T22_S3-23
2017-06-08,S6,T22,S6-16,0.423,T22_S6-16
2017-06-08,S1,T22,S1-26,0.467,T22_S1-26
2017-06-08,S3,T22,S3-18,0.45,T22_S3-18
2017-06-08,S4,T22,S4-24,0.389,T22_S4-24
2017-06-08,S6,T22,S6-23,0.425,T22_S6-23
2017-06-08,S2,T22,S2-1,0.454,T22_S2-1
2017-06-08,S1,T22,S1-6,0.455,T22_S1-6
2017-06-08,S3,T22,S3-12,0.446,T22_S3-12
2017-06-08,S4,T22,S4-26,0.408,T22_S4-26
2017-06-08,S6,T22,S6-15,0.473,T22_S6-15
2017-06-08,S2,T22,S2-7,0.462,T22_S2-7
2017-06-08,S1,T22,S1-15,0.416,T22_S1-15
2017-06-08,S3,T22,S3-26,0.441,T22_S3-26
2017-06-08,S4,T22,S4-16,0.416,T22_S4-16
2017-06-08,S6,T22,S6-31,0.494,T22_S6-31
2017-06-08,S5,T22,S5-5,0.467,T22_S5-5
2017-06-08,S2,T22,S2-14,0.488,T22_S2-14
2017-06-08,S2,T22,S2-22,0.465,T22_S2-22
2017-06-08,S5,T22,S5-10,0.466,T22_S5-10
2017-06-08,S4,T22,S4-21,0.428,T22_S4-21
2017-06-08,S6,T22,S6-14,0.456,T22_S6-14
2017-06-08,S1,T22,S1-22,0.494,T22_S1-22
2017-06-08,S3,T22,S3-9,0.511,T22_S3-9
2017-06-08,S2,T22,S2-16,0.426,T22_S2-16
2017-06-08,S5,T22,S5-13,0.466,T22_S5-13
2017-06-08,S4,T22,S4-19,0.45,T22_S4-19
2017-06-08,S6,T22,S6-28,0.479,T22_S6-28
2017-06-08,S1,T22,S1-30,0.52,T22_S1-30
2017-06-08,S3,T22,S3-25,0.487,T22_S3-25
2017-06-08,S2,T22,S2-3,0.52,T22_S2-3
2017-06-08,S5,T22,S5-2,0.492,T22_S5-2
2017-06-08,S4,T22,S4-17,0.47,T22_S4-17
2017-06-08,S6,T22,S6-13,0.478,T22_S6-13
2017-06-08,S1,T22,S1-2,0.5,T22_S1-2
2017-06-08,S3,T22,S3-16,0.492,T22_S3-16
2017-06-08,S1,T22,S1-21,0.386,T22_S1-21
2017-06-08,S2,T22,S2-6,0.498,T22_S2-6
2017-06-08,S3,T22,S3-22,0.209,T22_S3-22
2017-06-08,S4,T22,S4-5,0.302,T22_S4-5
2017-06-08,S5,T22,S5-4,0.44,T22_S5-4
2017-06-08,S6,T22,S6-4,0.426,T22_S6-4
2017-06-08,S1,T22,S1-20,0.424,T22_S1-20
2017-06-08,S2,T22,S2-27,0.5,T22_S2-27
2017-06-08,S3,T22,S3-24,0.254,T22_S3-24
2017-06-08,S5,T22,S5-16,0.4,T22_S5-16
2017-06-08,S6,T22,S6-2,0.41,T22_S6-2
2017-06-08,S1,T22,S1-27,0.42,T22_S1-27
2017-06-08,S3,T22,S3-14,0.162,T22_S3-14
2017-06-08,S4,T22,S4-27,0.252,T22_S4-27
2017-06-08,S2,T22,S2-12,0.413,T22_S2-12
2017-06-08,S5,T22,S5-24,0.491,T22_S5-24
2017-06-08,S2,T22,S2-10,0.503,T22_S2-10
2017-06-08,S1,T22,S1-4,0.47,T22_S1-4
2017-06-08,S3,T22,S3-3,0.44,T22_S3-3
2017-06-08,S4,T22,S4-25,0.463,T22_S4-25
2017-06-08,S6,T22,S6-17,0.491,T22_S6-17
2017-06-08,S5,T22,S5-14,0.492,T22_S5-14
2017-06-08,S2,T22,S2-31,0.482,T22_S2-31
2017-06-08,S1,T22,S1-17,0.448,T22_S1-17
2017-06-08,S3,T22,S3-8,0.445,T22_S3-8
2017-06-08,S4,T22,S4-22,0.379,T22_S4-22
2017-06-08,S5,T22,S5-12,0.491,T22_S5-12
2017-06-08,S2,T22,S2-8,0.503,T22_S2-8
2017-06-08,S1,T22,S1-5,0.47,T22_S1-5
2017-06-08,S3,T22,S3-28,0.44,T22_S3-28
2017-06-08,S4,T22,S4-18,0.463,T22_S4-18
2017-06-08,S6,T22,S6-10,0.491,T22_S6-10
2017-06-08,S4,T22,S4-12,0.447,T22_S4-12
2017-06-08,S6,T22,S6-5,0.472,T22_S6-5
2017-06-08,S1,T22,S1-13,0.442,T22_S1-13
2017-06-08,S3,T22,S3-4,0.501,T22_S3-4
2017-06-08,S2,T22,S2-29,0.438,T22_S2-29
2017-06-08,S5,T22,S5-6,0.489,T22_S5-6
2017-06-08,S4,T22,S4-11,0.494,T22_S4-11
2017-06-08,S6,T22,S6-1,0.447,T22_S6-1
2017-06-08,S1,T22,S1-16,0.467,T22_S1-16
2017-06-08,S3,T22,S3-11,0.45,T22_S3-11
2017-06-08,S2,T22,S2-24,0.426,T22_S2-24
2017-06-08,S5,T22,S5-18,0.433,T22_S5-18
2017-06-08,S4,T22,S4-1,0.453,T22_S4-1
2017-06-08,S6,T22,S6-18,0.449,T22_S6-18
2017-06-08,S1,T22,S1-11,0.455,T22_S1-11
2017-06-08,S3,T22,S3-2,0.443,T22_S3-2
2017-06-08,S2,T22,S2-30,0.471,T22_S2-30
2017-06-08,S5,T22,S5-21,0.442,T22_S5-21
2017-06-08,S6,T22,S6-C,0.545,T22_S6-C
2017-06-08,S6,T22,S6-M,0.504,T22_S6-M
2017-06-08,S2,T22,S2-O,0.389,T22_S2-O
2017-06-08,S2,T22,S2-Q,0.421,T22_S2-Q
2017-06-08,S2,T22,S2-J,0.479,T22_S2-J
2017-06-08,S6,T22,S6-K,0.45,T22_S6-K
2017-06-08,S2,T22,S2-I,0.47,T22_S2-I
2017-06-08,S2,T22,S2-H,0.512,T22_S2-H
2017-06-08,S6,T22,S6-G,0.547,T22_S6-G
2017-06-08,S2,T22,S2-P,0.491,T22_S2-P
2017-06-08,S2,T22,S2-N,0.459,T22_S2-N
2017-06-08,S6,T22,S6-L,0.416,T22_S6-L
2017-06-08,S2,T22,S2-E,0.486,T22_S2-E
2017-06-08,S6,T22,S6-D,0.505,T22_S6-D
2017-06-08,S6,T22,S6-F,0.553,T22_S6-F
2017-06-08,S2,T22,S2-B,0.455,T22_S2-B
2017-06-08,S2,T22,S2-A,0.443,T22_S2-A
2017-06-15,S4,T23,S4-12,0.309,T23_S4-12
2017-06-15,S6,T23,S6-5,0.387,T23_S6-5
2017-06-15,S1,T23,S1-13,0.407,T23_S1-13
2017-06-15,S3,T23,S3-4,0.385,T23_S3-4
2017-06-15,S2,T23,S2-29,0.311,T23_S2-29
2017-06-15,S5,T23,S5-6,0.39,T23_S5-6
2017-06-15,S1,T23,S1-16,0.419,T23_S1-16
2017-06-15,S6,T23,S6-1,0.332,T23_S6-1
2017-06-15,S4,T23,S4-11,0.355,T23_S4-11
2017-06-15,S3,T23,S3-11,0.378,T23_S3-11
2017-06-15,S2,T23,S2-24,0.332,T23_S2-24
2017-06-15,S5,T23,S5-18,0.394,T23_S5-18
2017-06-15,S4,T23,S4-1,0.374,T23_S4-1
2017-06-15,S6,T23,S6-18,0.328,T23_S6-18
2017-06-15,S1,T23,S1-11,0.364,T23_S1-11
2017-06-15,S3,T23,S3-2,0.291,T23_S3-2
2017-06-15,S2,T23,S2-30,0.362,T23_S2-30
2017-06-15,S5,T23,S5-21,0.327,T23_S5-21
2017-06-15,S1,T23,S1-26,0.351,T23_S1-26
2017-06-15,S3,T23,S3-18,0.351,T23_S3-18
2017-06-15,S4,T23,S4-24,0.237,T23_S4-24
2017-06-15,S1,T23,S1-6,0.337,T23_S1-6
2017-06-15,S3,T23,S3-12,0.361,T23_S3-12
2017-06-15,S4,T23,S4-26,0.246,T23_S4-26
2017-06-15,S6,T23,S6-15,0.362,T23_S6-15
2017-06-15,S2,T23,S2-7,0.336,T23_S2-7
2017-06-15,S1,T23,S1-15,0.319,T23_S1-15
2017-06-15,S6,T23,S6-23,0.159,T23_S6-23
2017-06-15,S2,T23,S2-1,0.314,T23_S2-1
2017-06-15,S3,T23,S3-26,0,T23_S3-26
2017-06-15,S4,T23,S4-16,0.207,T23_S4-16
2017-06-15,S6,T23,S6-31,0.334,T23_S6-31
2017-06-15,S5,T23,S5-5,0.404,T23_S5-5
2017-06-15,S2,T23,S2-14,0.406,T23_S2-14
2017-06-15,S1,T23,S1-29,0.36,T23_S1-29
2017-06-15,S2,T23,S2-19,0.321,T23_S2-19
2017-06-15,S5,T23,S5-20,0.304,T23_S5-20
2017-06-15,S6,T23,S6-19,0.344,T23_S6-19
2017-06-15,S1,T23,S1-3,0.41,T23_S1-3
2017-06-15,S2,T23,S2-5,0.389,T23_S2-5
2017-06-15,S6,T23,S6-22,0.316,T23_S6-22
2017-06-15,S2,T23,S2-26,0.303,T23_S2-26
2017-06-15,S5,T23,S5-26,0.35,T23_S5-26
2017-06-15,S3,T23,S3-15,0.137,T23_S3-15
2017-06-15,S4,T23,S4-20,0.129,T23_S4-20
2017-06-15,S3,T23,S3-23,0.125,T23_S3-23
2017-06-15,S4,T23,S4-23,0.124,T23_S4-23
2017-06-15,S6,T23,S6-16,0.306,T23_S6-16
2017-06-15,S1,T23,S1-21,0.295,T23_S1-21
2017-06-15,S2,T23,S2-6,0.368,T23_S2-6
2017-06-15,S3,T23,S3-22,0.375,T23_S3-22
2017-06-15,S4,T23,S4-5,0.274,T23_S4-5
2017-06-15,S5,T23,S5-4,0.331,T23_S5-4
2017-06-15,S6,T23,S6-4,0.251,T23_S6-4
2017-06-15,S1,T23,S1-20,0.379,T23_S1-20
2017-06-15,S2,T23,S2-27,0.354,T23_S2-27
2017-06-15,S3,T23,S3-24,0.182,T23_S3-24
2017-06-15,S5,T23,S5-16,0.317,T23_S5-16
2017-06-15,S6,T23,S6-2,0.268,T23_S6-2
2017-06-15,S1,T23,S1-27,0.353,T23_S1-27
2017-06-15,S3,T23,S3-14,0.164,T23_S3-14
2017-06-15,S4,T23,S4-27,0.3,T23_S4-27
2017-06-15,S2,T23,S2-12,0.318,T23_S2-12
2017-06-15,S5,T23,S5-24,0.495,T23_S5-24
2017-06-15,S2,T23,S2-10,0.403,T23_S2-10
2017-06-15,S1,T23,S1-4,0.374,T23_S1-4
2017-06-15,S3,T23,S3-3,0.369,T23_S3-3
2017-06-15,S4,T23,S4-25,0.433,T23_S4-25
2017-06-15,S6,T23,S6-17,0.436,T23_S6-17
2017-06-15,S5,T23,S5-14,0.404,T23_S5-14
2017-06-15,S2,T23,S2-31,0.382,T23_S2-31
2017-06-15,S1,T23,S1-17,0.304,T23_S1-17
2017-06-15,S3,T23,S3-8,0.372,T23_S3-8
2017-06-15,S4,T23,S4-22,0.311,T23_S4-22
2017-06-15,S5,T23,S5-12,0.342,T23_S5-12
2017-06-15,S2,T23,S2-8,0.394,T23_S2-8
2017-06-15,S1,T23,S1-5,0.357,T23_S1-5
2017-06-15,S3,T23,S3-28,0.325,T23_S3-28
2017-06-15,S4,T23,S4-18,0.251,T23_S4-18
2017-06-15,S6,T23,S6-10,0.342,T23_S6-10
2017-06-15,S2,T23,S2-22,0.355,T23_S2-22
2017-06-15,S5,T23,S5-10,0.339,T23_S5-10
2017-06-15,S4,T23,S4-21,0.311,T23_S4-21
2017-06-15,S6,T23,S6-14,0.391,T23_S6-14
2017-06-15,S1,T23,S1-22,0.425,T23_S1-22
2017-06-15,S3,T23,S3-9,0.488,T23_S3-9
2017-06-15,S2,T23,S2-16,0.318,T23_S2-16
2017-06-15,S5,T23,S5-13,0.336,T23_S5-13
2017-06-15,S4,T23,S4-19,0.39,T23_S4-19
2017-06-15,S6,T23,S6-28,0.398,T23_S6-28
2017-06-15,S1,T23,S1-30,0.448,T23_S1-30
2017-06-15,S3,T23,S3-25,0.449,T23_S3-25
2017-06-15,S2,T23,S2-3,0.391,T23_S2-3
2017-06-15,S5,T23,S5-2,0.301,T23_S5-2
2017-06-15,S4,T23,S4-17,0.377,T23_S4-17
2017-06-15,S6,T23,S6-13,0.407,T23_S6-13
2017-06-15,S1,T23,S1-2,0.439,T23_S1-2
2017-06-15,S3,T23,S3-16,0.453,T23_S3-16
2017-06-15,S6,T23,S6-C,0.514,T23_S6-C
2017-06-15,S6,T23,S6-M,0.466,T23_S6-M
2017-06-15,S2,T23,S2-O,0.39,T23_S2-O
2017-06-15,S2,T23,S2-Q,0.379,T23_S2-Q
2017-06-15,S2,T23,S2-J,0.444,T23_S2-J
2017-06-15,S6,T23,S6-K,0.404,T23_S6-K
2017-06-15,S2,T23,S2-I,0.461,T23_S2-I
2017-06-15,S2,T23,S2-H,0.448,T23_S2-H
2017-06-15,S6,T23,S6-G,0.516,T23_S6-G
2017-06-15,S2,T23,S2-P,0.414,T23_S2-P
2017-06-15,S2,T23,S2-N,0.358,T23_S2-N
2017-06-15,S6,T23,S6-L,0.4,T23_S6-L
2017-06-15,S2,T23,S2-E,0.466,T23_S2-E
2017-06-15,S6,T23,S6-D,0.507,T23_S6-D
2017-07-20,S4,T24,S4-12,0.45,T24_S4-12
2017-07-20,S6,T24,S6-5,0.426,T24_S6-5
2017-07-20,S1,T24,S1-13,0.508,T24_S1-13
2017-07-20,S3,T24,S3-4,0.472,T24_S3-4
2017-07-20,S2,T24,S2-29,0.473,T24_S2-29
2017-07-20,S5,T24,S5-6,0.486,T24_S5-6
2017-07-20,S1,T24,S1-16,0.477,T24_S1-16
2017-07-20,S6,T24,S6-1,0.485,T24_S6-1
2017-07-20,S4,T24,S4-11,0.483,T24_S4-11
2017-07-20,S3,T24,S3-11,0.439,T24_S3-11
2017-07-20,S2,T24,S2-24,0.268,T24_S2-24
2017-07-20,S5,T24,S5-18,0.279,T24_S5-18
2017-07-20,S4,T24,S4-1,0.385,T24_S4-1
2017-07-20,S6,T24,S6-18,0.444,T24_S6-18
2017-07-20,S1,T24,S1-11,0.31,T24_S1-11
2017-07-20,S3,T24,S3-2,0.321,T24_S3-2
2017-07-20,S2,T24,S2-30,0.506,T24_S2-30
2017-07-20,S5,T24,S5-21,0.458,T24_S5-21
2017-07-20,S1,T24,S1-26,0.419,T24_S1-26
2017-07-20,S3,T24,S3-18,0.441,T24_S3-18
2017-07-20,S4,T24,S4-24,0.263,T24_S4-24
2017-07-20,S1,T24,S1-6,0.467,T24_S1-6
2017-07-20,S3,T24,S3-12,0.331,T24_S3-12
2017-07-20,S4,T24,S4-26,0.253,T24_S4-26
2017-07-20,S6,T24,S6-15,0.442,T24_S6-15
2017-07-20,S2,T24,S2-7,0.222,T24_S2-7
2017-07-20,S1,T24,S1-15,0.39,T24_S1-15
2017-07-20,S2,T24,S2-1,0.354,T24_S2-1
2017-07-20,S4,T24,S4-16,0.185,T24_S4-16
2017-07-20,S6,T24,S6-31,0.299,T24_S6-31
2017-07-20,S2,T24,S2-14,0.308,T24_S2-14
2017-07-20,S1,T24,S1-29,0.504,T24_S1-29
2017-07-20,S2,T24,S2-19,0.502,T24_S2-19
2017-07-20,S5,T24,S5-20,0.425,T24_S5-20
2017-07-20,S6,T24,S6-19,0.461,T24_S6-19
2017-07-20,S1,T24,S1-3,0.403,T24_S1-3
2017-07-20,S2,T24,S2-5,0.504,T24_S2-5
2017-07-20,S6,T24,S6-22,0.414,T24_S6-22
2017-07-20,S2,T24,S2-26,0.492,T24_S2-26
2017-07-20,S5,T24,S5-26,0.195,T24_S5-26
2017-07-20,S3,T24,S3-15,0.29,T24_S3-15
2017-07-20,S4,T24,S4-20,0.408,T24_S4-20
2017-07-20,S3,T24,S3-23,0.375,T24_S3-23
2017-07-20,S4,T24,S4-23,0.394,T24_S4-23
2017-07-20,S6,T24,S6-16,0.431,T24_S6-16
2017-07-20,S1,T24,S1-21,0,T24_S1-21
2017-07-20,S2,T24,S2-6,0.496,T24_S2-6
2017-07-20,S3,T24,S3-22,0.386,T24_S3-22
2017-07-20,S5,T24,S5-4,0.419,T24_S5-4
2017-07-20,S1,T24,S1-20,0,T24_S1-20
2017-07-20,S2,T24,S2-27,0.458,T24_S2-27
2017-07-20,S3,T24,S3-24,0.305,T24_S3-24
2017-07-20,S5,T24,S5-16,0,T24_S5-16
2017-07-20,S1,T24,S1-27,0.398,T24_S1-27
2017-07-20,S3,T24,S3-14,0.223,T24_S3-14
2017-07-20,S2,T24,S2-12,0.351,T24_S2-12
2017-07-20,S5,T24,S5-24,0.41,T24_S5-24
2017-07-20,S2,T24,S2-10,0.336,T24_S2-10
2017-07-20,S1,T24,S1-4,0.413,T24_S1-4
2017-07-20,S3,T24,S3-3,0.448,T24_S3-3
2017-07-20,S6,T24,S6-17,0.3,T24_S6-17
2017-07-20,S5,T24,S5-14,0.414,T24_S5-14
2017-07-20,S2,T24,S2-31,0.366,T24_S2-31
2017-07-20,S1,T24,S1-17,0.218,T24_S1-17
2017-07-20,S3,T24,S3-8,0.351,T24_S3-8
2017-07-20,S4,T24,S4-22,0.215,T24_S4-22
2017-07-20,S5,T24,S5-12,0.45,T24_S5-12
2017-07-20,S2,T24,S2-8,0.36,T24_S2-8
2017-07-20,S1,T24,S1-5,0.418,T24_S1-5
2017-07-20,S3,T24,S3-28,0.414,T24_S3-28
2017-07-20,S4,T24,S4-18,0.214,T24_S4-18
2017-07-20,S2,T24,S2-22,0.467,T24_S2-22
2017-07-20,S5,T24,S5-10,0.474,T24_S5-10
2017-07-20,S4,T24,S4-21,0.249,T24_S4-21
2017-07-20,S6,T24,S6-14,0.449,T24_S6-14
2017-07-20,S1,T24,S1-22,0.445,T24_S1-22
2017-07-20,S3,T24,S3-9,0.489,T24_S3-9
2017-07-20,S2,T24,S2-16,0.457,T24_S2-16
2017-07-20,S5,T24,S5-13,0.457,T24_S5-13
2017-07-20,S4,T24,S4-19,0.413,T24_S4-19
2017-07-20,S6,T24,S6-28,0.441,T24_S6-28
2017-07-20,S1,T24,S1-30,0.453,T24_S1-30
2017-07-20,S3,T24,S3-25,0.441,T24_S3-25
2017-07-20,S2,T24,S2-3,0.491,T24_S2-3
2017-07-20,S5,T24,S5-2,0.44,T24_S5-2
2017-07-20,S4,T24,S4-17,0.411,T24_S4-17
2017-07-20,S6,T24,S6-13,0.419,T24_S6-13
2017-07-20,S1,T24,S1-2,0.458,T24_S1-2
2017-07-20,S3,T24,S3-16,0.394,T24_S3-16
